"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
4440, 3765.25804009032, 1791.77017288172, 4186.2517012254, 4637.92359935214, 102.027304572832, 294.547930809466, 115.939430729334
4441, 3589.22803354541, 1706.76548967229, 4186.2517012254, 4637.92359935214, 96.7209924494906, 274.159321839571, 115.939430729334
4442, 3518.50363855848, 1672.72103626269, 4186.2517012254, 4637.92359935214, 94.6480397494569, 266.229688408508, 115.939430729334
4443, 3544.02879907875, 1684.97331529957, 4186.2517012254, 4637.92359935214, 95.3864486104931, 269.065853891832, 115.939430729334
4444, 3629.42013992167, 1726.05360227484, 4186.2517012254, 4637.92359935214, 97.9352198602462, 278.757108896817, 115.939430729334
4445, 3726.70689342016, 1772.97524638644, 4186.2517012254, 4637.92359935214, 100.929446183574, 290.104663438485, 115.939430729334
4446, 3971.51950219908, 1891.59878197272, 4186.2517012254, 4637.92359935214, 108.713169148504, 319.88290661562, 115.939430729334
4447, 4395.2993032267, 2098.77443552355, 4395.2993032267, 4870.67860735569, 123.438652873638, 376.094141654735, 123.438652873638
4448, 4575.82351951906, 2187.97263650885, 4575.82351951906, 5072.01982842095, 130.085823871406, 401.708611362569, 130.085823871406
4449, 4536.34974170236, 2168.61909215227, 4575.82351951906, 5072.01982842095, 128.506484003067, 395.88488481444, 130.085823871406
4450, 4314.09135589997, 2059.29309284761, 4575.82351951906, 5072.01982842095, 120.266255011768, 364.562621502085, 130.085823871406
4451, 4339.22908319389, 2071.51316762395, 4575.82351951906, 5072.01982842095, 121.179490998636, 368.022310608793, 130.085823871406
4452, 4177.51947282582, 1992.33218895232, 4575.82351951906, 5072.01982842095, 115.464363564055, 346.184542146327, 130.085823871406
4453, 4092.53106004791, 1950.79027591658, 4575.82351951906, 5072.01982842095, 112.531649575658, 335.022359414461, 130.085823871406
